装等,entry,旧名称,新名称,槽位,定位
240,100162,圣愈·荒野冠冕破阵,幽暗城头冠,头部,治疗
240,100163,圣愈·荒野冠冕无瑕,寒星焚烧战盔,头部,治疗
240,100164,圣愈·荒野肩卫洞察,披肩·永夜,肩部,治疗
240,100165,圣愈·荒野肩卫迅捷,驭雷者肩卫,肩部,治疗
240,100166,圣愈·荒野肩卫破阵,大地肩卫,肩部,治疗
240,100167,圣愈·荒野肩卫无瑕,紫电破天肩铠,肩部,治疗
240,100168,圣愈·荒野法衣洞察,亘古之护胸,胸部,治疗
240,100169,圣愈·荒野法衣迅捷,轮回之胸甲,胸部,治疗
240,100170,圣愈·荒野法衣破阵,生长战衣,胸部,治疗
240,100171,圣愈·荒野法衣无瑕,达拉然之战衣,胸部,治疗
240,100172,圣愈·荒野束带洞察,腰甲·日蚀,腰部,治疗
240,100173,圣愈·荒野束带迅捷,蓝龙军团之腰甲,腰部,治疗
240,100174,圣愈·荒野束带破阵,照夜战带,腰部,治疗
240,100175,圣愈·荒野束带无瑕,破军者之腰带,腰部,治疗
240,100176,圣愈·荒野腿卫洞察,苍穹护腿,腿部,治疗
240,100177,圣愈·荒野腿卫迅捷,灰熊丘陵之腿铠,腿部,治疗
240,100178,圣愈·荒野腿卫破阵,赤霞腿甲,腿部,治疗
240,100179,圣愈·荒野腿卫无瑕,幽暗城腿甲,腿部,治疗
240,100180,圣愈·荒野战靴洞察,风暴领主足甲,脚部,治疗
240,100181,圣愈·荒野战靴迅捷,足甲·静潮,脚部,治疗
240,100182,圣愈·荒野战靴破阵,夜幕之护足,脚部,治疗
240,100183,圣愈·荒野战靴无瑕,混沌之足甲,脚部,治疗
240,100184,圣愈·荒野腕轮洞察,泰坦监护者焚天护腕,腕部,治疗
240,100185,圣愈·荒野腕轮迅捷,魔铁臂甲,腕部,治疗
240,100186,圣愈·荒野腕轮破阵,永夜陨星护臂,腕部,治疗
240,100187,圣愈·荒野腕轮无瑕,纳克萨玛斯之腕铠,腕部,治疗
240,100188,圣愈·荒野护手洞察,仁心手甲,手部,治疗
240,100189,圣愈·荒野护手迅捷,冬拥湖惊雷手甲,手部,治疗
240,100190,圣愈·荒野护手破阵,燃烬者之手甲,手部,治疗
240,100191,圣愈·荒野护手无瑕,虚空之手套,手部,治疗
240,100192,圣愈·雷纹冠冕洞察,深渊之战盔,头部,治疗
240,100193,圣愈·雷纹冠冕迅捷,祖尔法拉克之兜帽,头部,治疗
240,100194,圣愈·雷纹冠冕破阵,亘古·头冠,头部,治疗
240,100195,圣愈·雷纹冠冕无瑕,破晓者驭天面甲,头部,治疗
240,100196,圣愈·雷纹肩卫洞察,神圣肩甲,肩部,治疗
240,100197,圣愈·雷纹肩卫迅捷,仁心肩卫,肩部,治疗
240,100198,圣愈·雷纹肩卫破阵,银月城月刃肩甲,肩部,治疗
240,100199,圣愈·雷纹肩卫无瑕,红龙肩铠,肩部,治疗
240,100200,圣愈·雷纹法衣洞察,圣光·护甲,胸部,治疗
240,100201,圣愈·雷纹法衣迅捷,幻光照夜护甲,胸部,治疗
240,100202,圣愈·雷纹法衣破阵,辉光胸甲,胸部,治疗
240,100203,圣愈·雷纹法衣无瑕,神圣胸甲,胸部,治疗
240,100204,圣愈·雷纹束带洞察,镇魂使之腰带,腰部,治疗
240,100205,圣愈·雷纹束带迅捷,赤霞之腰甲,腰部,治疗
240,100206,圣愈·雷纹束带破阵,寒冰皇冠源质腰带,腰部,治疗
240,100207,圣愈·雷纹束带无瑕,风暴·扣带,腰部,治疗
240,100208,圣愈·雷纹腿卫洞察,祖尔法拉克晨星腿甲,腿部,治疗
240,100209,圣愈·雷纹腿卫迅捷,祖尔格拉布之腿铠,腿部,治疗
240,100210,圣愈·雷纹腿卫破阵,潮汐·腿铠,腿部,治疗
240,100211,圣愈·雷纹腿卫无瑕,执剑者护腿,腿部,治疗
240,100212,圣愈·雷纹战靴洞察,奥妮克希亚秘法战靴,脚部,治疗
240,100213,圣愈·雷纹战靴迅捷,剃刀高地战靴,脚部,治疗
240,100214,圣愈·雷纹战靴破阵,万法王降世足甲,脚部,治疗
240,100215,圣愈·雷纹战靴无瑕,圣殿骑士破云踏靴,脚部,治疗
240,100216,圣愈·雷纹腕轮洞察,护臂·新月,腕部,治疗
240,100217,圣愈·雷纹腕轮迅捷,黑翼之巢紫电腕铠,腕部,治疗
240,100218,圣愈·雷纹腕轮破阵,苍穹王座寒霜护臂,腕部,治疗
240,100219,圣愈·雷纹腕轮无瑕,无尽·护臂,腕部,治疗
240,100220,圣愈·雷纹护手洞察,拳甲·天启,手部,治疗
240,100221,圣愈·雷纹护手迅捷,霸主之护手,手部,治疗
240,100222,圣愈·雷纹护手破阵,魔铁裁断护手,手部,治疗
240,100223,圣愈·雷纹护手无瑕,冬拥湖之手套,手部,治疗
240,100224,圣愈·王庭冠冕洞察,破晓者之面甲,头部,治疗
240,100225,圣愈·王庭冠冕迅捷,熔火之心之面甲,头部,治疗
240,100226,圣愈·王庭冠冕破阵,星语者降世面罩,头部,治疗
240,100227,圣愈·王庭冠冕无瑕,钢铁之面甲,头部,治疗
240,100228,圣愈·王庭肩卫洞察,裁断肩胄,肩部,治疗
240,100229,圣愈·王庭肩卫迅捷,永夜肩卫,肩部,治疗
240,100230,圣愈·王庭肩卫破阵,红龙军团穿云肩甲,肩部,治疗
240,100231,圣愈·王庭肩卫无瑕,晨辉之肩铠,肩部,治疗
240,100232,圣愈·王庭胸铠洞察,胸铠·山岳,胸部,治疗
240,100233,圣愈·王庭胸铠迅捷,仲裁者御风胸甲,胸部,治疗
240,100234,圣愈·王庭胸铠破阵,自然胸铠,胸部,治疗
240,100235,圣愈·王庭胸铠无瑕,死亡骑士驭天胸甲,胸部,治疗
240,100236,圣愈·王庭束带洞察,青铜破云腰铠,腰部,治疗
240,100237,圣愈·王庭束带迅捷,灰烬之战带,腰部,治疗
240,100238,圣愈·王庭束带破阵,咒纹腰铠,腰部,治疗
240,100239,圣愈·王庭束带无瑕,扣带·苍穹,腰部,治疗
240,100240,圣愈·王庭腿卫洞察,灰烬腿铠,腿部,治疗
240,100241,圣愈·王庭腿卫迅捷,血月腿胄,腿部,治疗
240,100242,圣愈·王庭腿卫破阵,凛冬腿铠,腿部,治疗
240,100243,圣愈·王庭腿卫无瑕,奥妮克希亚腿铠,腿部,治疗
240,100244,圣愈·王庭战靴洞察,辉光护足,脚部,治疗
240,100245,圣愈·王庭战靴迅捷,仁爱护足,脚部,治疗
240,100246,圣愈·王庭战靴破阵,救赎足铠,脚部,治疗
240,100247,圣愈·王庭战靴无瑕,冰冠堡垒之护足,脚部,治疗
240,100248,圣愈·王庭腕轮洞察,苍穹王座护臂,腕部,治疗
240,100249,圣愈·王庭腕轮迅捷,铸魂者穿云腕甲,腕部,治疗
240,100250,圣愈·王庭腕轮破阵,纳克萨玛斯臂甲,腕部,治疗
240,100251,圣愈·王庭腕轮无瑕,缚霜者护臂,腕部,治疗
240,100252,圣愈·王庭护手洞察,游侠将军冲击臂铠,手部,治疗
240,100253,圣愈·王庭护手迅捷,银色北伐军臂铠,手部,治疗
240,100254,圣愈·王庭护手破阵,星陨御风臂铠,手部,治疗
240,100255,圣愈·王庭护手无瑕,钢铁断岳臂铠,手部,治疗
240,100256,风行·荒野冠冕洞察,碎星头冠,头部,敏捷输出
240,100257,风行·荒野冠冕迅捷,追猎头盔,头部,敏捷输出
240,100258,风行·荒野冠冕破阵,雷霆崖之面甲,头部,敏捷输出
240,100259,风行·荒野冠冕无瑕,潮汐·兜帽,头部,敏捷输出
240,100260,风行·荒野肩卫洞察,生命之肩卫,肩部,敏捷输出
240,100261,风行·荒野肩卫迅捷,山岳·披肩,肩部,敏捷输出
240,100262,风行·荒野肩卫破阵,照夜肩铠,肩部,敏捷输出
240,100263,风行·荒野肩卫无瑕,肩卫·时空,肩部,敏捷输出
240,100264,风行·荒野胸铠洞察,混沌裂地护甲,胸部,敏捷输出
240,100265,风行·荒野胸铠迅捷,霸主之护胸,胸部,敏捷输出
240,100266,风行·荒野胸铠破阵,驭雷者破云护甲,胸部,敏捷输出
240,100267,风行·荒野胸铠无瑕,大地之战衣,胸部,敏捷输出
240,100268,风行·荒野束带洞察,潮汐扣带,腰部,敏捷输出
240,100269,风行·荒野束带迅捷,秘法腰带,腰部,敏捷输出
240,100270,风行·荒野束带破阵,驭雷者战带,腰部,敏捷输出
240,100271,风行·荒野束带无瑕,镇压战带,腰部,敏捷输出
240,100272,风行·荒野腿卫洞察,诅咒之地之战裙,腿部,敏捷输出
240,100273,风行·荒野腿卫迅捷,追猎战裙,腿部,敏捷输出
240,100274,风行·荒野腿卫破阵,裂地战裙,腿部,敏捷输出
240,100275,风行·荒野腿卫无瑕,迅影护腿,腿部,敏捷输出
240,100276,风行·荒野战靴洞察,希利苏斯护足,脚部,敏捷输出
240,100277,风行·荒野战靴迅捷,余烬之足甲,脚部,敏捷输出
240,100278,风行·荒野战靴破阵,黑暗神殿之战靴,脚部,敏捷输出
240,100279,风行·荒野战靴无瑕,寒冰皇冠之踏靴,脚部,敏捷输出
240,100280,风行·荒野腕轮洞察,洪荒·护臂,腕部,敏捷输出
240,100281,风行·荒野腕轮迅捷,青铜·护臂,腕部,敏捷输出
240,100282,风行·荒野腕轮破阵,唤星者照夜臂甲,腕部,敏捷输出
240,100283,风行·荒野腕轮无瑕,裂地臂甲,腕部,敏捷输出
240,100284,风行·荒野护手洞察,奥术·拳甲,手部,敏捷输出
240,100285,风行·荒野护手迅捷,驭龙者缚龙手甲,手部,敏捷输出
240,100286,风行·荒野护手破阵,破晓护手,手部,敏捷输出
240,100287,风行·荒野护手无瑕,御风手甲,手部,敏捷输出
240,100288,风行·雷纹冠冕洞察,暴风城之头冠,头部,敏捷输出
240,100289,风行·雷纹冠冕迅捷,远征军兜帽,头部,敏捷输出
240,100290,风行·雷纹冠冕破阵,兜帽·暮光,头部,敏捷输出
240,100291,风行·雷纹冠冕无瑕,镇魂使面甲,头部,敏捷输出
240,100292,风行·雷纹肩卫洞察,风暴峭壁之披肩,肩部,敏捷输出
240,100293,风行·雷纹肩卫迅捷,血色修道院梦境肩甲,肩部,敏捷输出
240,100294,风行·雷纹肩卫破阵,掠影肩铠,肩部,敏捷输出
240,100295,风行·雷纹肩卫无瑕,艾萨拉生命肩铠,肩部,敏捷输出
240,100296,风行·雷纹胸铠洞察,织法者之护胸,胸部,敏捷输出
240,100297,风行·雷纹胸铠迅捷,星芒之护胸,胸部,敏捷输出
240,100298,风行·雷纹胸铠破阵,安戈洛冰封战衣,胸部,敏捷输出
240,100299,风行·雷纹胸铠无瑕,矮人锻造师之护胸,胸部,敏捷输出
240,100300,风行·雷纹束带洞察,余烬扣带,腰部,敏捷输出
240,100301,风行·雷纹束带迅捷,蓝龙军团擎天扣带,腰部,敏捷输出
240,100302,风行·雷纹束带破阵,虚空风暴之腰甲,腰部,敏捷输出
240,100303,风行·雷纹束带无瑕,守望者镇世腰甲,腰部,敏捷输出
240,100304,风行·雷纹腿卫洞察,利爪护腿,腿部,敏捷输出
240,100305,风行·雷纹腿卫迅捷,暮星·腿甲,腿部,敏捷输出
240,100306,风行·雷纹腿卫破阵,血月战裙,腿部,敏捷输出
240,100307,风行·雷纹腿卫无瑕,暮光腿铠,腿部,敏捷输出
240,100308,风行·雷纹战靴洞察,护足·凛冬,脚部,敏捷输出
240,100309,风行·雷纹战靴迅捷,金曦焚烧足甲,脚部,敏捷输出
240,100310,风行·雷纹战靴破阵,足甲·荣光,脚部,敏捷输出
240,100311,风行·雷纹战靴无瑕,踏靴·奥术,脚部,敏捷输出
240,100312,风行·雷纹腕轮洞察,护腕·龙骨,腕部,敏捷输出
240,100313,风行·雷纹腕轮迅捷,索拉查臂甲,腕部,敏捷输出
240,100314,风行·雷纹腕轮破阵,星环护腕,腕部,敏捷输出
240,100315,风行·雷纹腕轮无瑕,时空臂甲,腕部,敏捷输出
240,100316,风行·雷纹护手洞察,燃烬者降世手套,手部,敏捷输出
240,100317,风行·雷纹护手迅捷,护手·天轨,手部,敏捷输出
240,100318,风行·雷纹护手破阵,银色北伐军之手套,手部,敏捷输出
240,100319,风行·雷纹护手无瑕,生长拳甲,手部,敏捷输出
240,100320,泰坦·王庭冠冕洞察,天轨之头冠,头部,力量输出
240,100321,泰坦·王庭冠冕迅捷,红龙之面甲,头部,力量输出
240,100322,泰坦·王庭冠冕破阵,战神面罩,头部,力量输出
240,100323,泰坦·王庭冠冕无瑕,达拉然生长面罩,头部,力量输出
240,100324,泰坦·王庭肩卫洞察,龙骨荒野恒金肩铠,肩部,力量输出
240,100325,泰坦·王庭肩卫迅捷,寒冰皇冠精金肩甲,肩部,力量输出
240,100326,泰坦·王庭肩卫破阵,恒金肩卫,肩部,力量输出
240,100327,泰坦·王庭肩卫无瑕,风暴峭壁肩胄,肩部,力量输出
240,100328,泰坦·王庭胸铠洞察,安其拉之胸铠,胸部,力量输出
240,100329,泰坦·王庭胸铠迅捷,哀嚎洞穴之战衣,胸部,力量输出
240,100330,泰坦·王庭胸铠破阵,屠龙者胸甲,胸部,力量输出
240,100331,泰坦·王庭胸铠无瑕,残月之胸铠,胸部,力量输出
240,100332,泰坦·王庭束带洞察,天穹之腰甲,腰部,力量输出
240,100333,泰坦·王庭束带迅捷,永夜·扣带,腰部,力量输出
240,100334,泰坦·王庭束带破阵,玄冰断岳扣带,腰部,力量输出
240,100335,泰坦·王庭束带无瑕,斯坦索姆霜痕腰甲,腰部,力量输出
240,100336,泰坦·王庭腿卫洞察,霸主护腿,腿部,力量输出
240,100337,泰坦·王庭腿卫迅捷,卡拉赞梦境护腿,腿部,力量输出
240,100338,泰坦·王庭腿卫破阵,地狱火半岛腿甲,腿部,力量输出
240,100339,泰坦·王庭腿卫无瑕,星海·腿铠,腿部,力量输出
240,100340,泰坦·王庭战靴洞察,虚空轰雷护足,脚部,力量输出
240,100341,泰坦·王庭战靴迅捷,战靴·奥术,脚部,力量输出
240,100342,泰坦·王庭战靴破阵,太阳之井之足铠,脚部,力量输出
240,100343,泰坦·王庭战靴无瑕,灰熊丘陵之踏靴,脚部,力量输出
240,100344,泰坦·王庭腕轮洞察,腕甲·圣光,腕部,力量输出
240,100345,泰坦·王庭腕轮迅捷,奥妮克希亚之腕甲,腕部,力量输出
240,100346,泰坦·王庭腕轮破阵,索拉查腕甲,腕部,力量输出
240,100347,泰坦·王庭腕轮无瑕,影月谷梦境腕铠,腕部,力量输出
240,100348,泰坦·王庭护手洞察,熔火之心之臂铠,手部,力量输出
240,100349,泰坦·王庭护手迅捷,红龙军团之臂铠,手部,力量输出
240,100350,泰坦·王庭护手破阵,生长破天护手,手部,力量输出
240,100351,泰坦·王庭护手无瑕,幽暗城星芒手甲,手部,力量输出
240,100352,壁垒·王庭冠冕洞察,太古之战盔,头部,坦克
240,100353,壁垒·王庭冠冕迅捷,巨魔祭司轰雷面甲,头部,坦克
240,100354,壁垒·王庭冠冕破阵,青霜面甲,头部,坦克
240,100355,壁垒·王庭冠冕无瑕,回响战盔,头部,坦克
240,100356,壁垒·王庭肩卫洞察,肩胄·腐化,肩部,坦克
240,100357,壁垒·王庭肩卫迅捷,永夜之肩胄,肩部,坦克
240,100358,壁垒·王庭肩卫破阵,紫电破界肩胄,肩部,坦克
240,100359,壁垒·王庭肩卫无瑕,红龙军团之肩胄,肩部,坦克
240,100360,壁垒·王庭胸铠洞察,余烬·胸铠,胸部,坦克
240,100361,壁垒·王庭胸铠迅捷,黎明之战衣,胸部,坦克
240,100362,壁垒·王庭胸铠破阵,燃烬者之战衣,胸部,坦克
240,100363,壁垒·王庭胸铠无瑕,胸铠·符文,胸部,坦克
240,100364,壁垒·王庭束带洞察,破夜扣带,腰部,坦克
240,100365,壁垒·王庭束带迅捷,祖达克之腰铠,腰部,坦克
240,100366,壁垒·王庭束带破阵,腰甲·蓝龙,腰部,坦克
240,100367,壁垒·王庭束带无瑕,蓝龙军团腰铠,腰部,坦克
240,100368,壁垒·王庭腿卫洞察,星轨碎星护腿,腿部,坦克
240,100369,壁垒·王庭腿卫迅捷,卡拉赞命轮护腿,腿部,坦克
240,100370,壁垒·王庭腿卫破阵,符文镇海腿胄,腿部,坦克
240,100371,壁垒·王庭腿卫无瑕,缚霜者缚龙腿胄,腿部,坦克
240,100372,壁垒·王庭战靴洞察,破军者护足,脚部,坦克
240,100373,壁垒·王庭战靴迅捷,净世战靴,脚部,坦克
240,100374,壁垒·王庭战靴破阵,精金守护足铠,脚部,坦克
240,100375,壁垒·王庭战靴无瑕,纳克萨玛斯之战靴,脚部,坦克
240,100376,壁垒·王庭腕轮洞察,暮光护臂,腕部,坦克
240,100377,壁垒·王庭腕轮迅捷,坚壁护臂,腕部,坦克
240,100378,壁垒·王庭腕轮破阵,坚壁臂甲,腕部,坦克
240,100379,壁垒·王庭腕轮无瑕,银辉断空臂甲,腕部,坦克
240,100380,壁垒·王庭护手洞察,征途之护手,手部,坦克
240,100381,壁垒·王庭护手迅捷,符文大师护手,手部,坦克
240,100382,壁垒·王庭护手破阵,冰冠堡垒拳甲,手部,坦克
240,100383,壁垒·王庭护手无瑕,符文之拳甲,手部,坦克
240,100384,星界·洞察坠饰,圣光之焚烧,颈部,法系输出
240,100385,星界·迅捷坠饰,蓝龙之守护,颈部,法系输出
240,100386,星界·破阵坠饰,陨星·链坠,颈部,法系输出
240,100387,星界·无瑕坠饰,御风项圈,颈部,法系输出
240,100388,星界·洞察指环,黑暗神殿的咒纹,戒指,法系输出
240,100389,星界·迅捷指环,腐化之断岳,戒指,法系输出
240,100390,星界·破阵指环,幻影玺戒,戒指,法系输出
240,100391,星界·无瑕指环,艾萨拉的夜幕,戒指,法系输出
240,100392,星界·远见指环,冲击指环,戒指,法系输出
240,100393,星界·坚毅指环,轮回·指环,戒指,法系输出
240,100394,星界·洞察斗篷,黑锋骑士之披肩,披风,法系输出
240,100395,星界·迅捷斗篷,天启之斗篷,披风,法系输出
240,100396,星界·破阵斗篷,天启·缚龙,披风,法系输出
240,100397,星界·无瑕斗篷,镇魂使之暮星,披风,法系输出
240,100398,泰坦·洞察坠饰,奥妮克希亚的紫电,颈部,力量输出
240,100399,泰坦·迅捷坠饰,泰坦之印记,颈部,力量输出
240,100400,泰坦·破阵坠饰,奥格瑞玛的翡翠,颈部,力量输出
240,100401,泰坦·无瑕坠饰,永夜的潮汐,颈部,力量输出
240,100402,泰坦·洞察指环,不朽·之戒,戒指,力量输出
240,100403,泰坦·迅捷指环,奥杜尔的新月,戒指,力量输出
240,100404,泰坦·破阵指环,希利苏斯的圣辉,戒指,力量输出
240,100405,泰坦·无瑕指环,岩心·裂地,戒指,力量输出
240,100406,泰坦·远见指环,秩序玺戒,戒指,力量输出
240,100407,泰坦·坚毅指环,玄铁之降世,戒指,力量输出
240,100408,泰坦·洞察斗篷,奥术之破夜,披风,力量输出
240,100409,泰坦·迅捷斗篷,晨辉之碎星,披风,力量输出
240,100410,泰坦·破阵斗篷,纳克萨玛斯的群星,披风,力量输出
240,100411,泰坦·无瑕斗篷,恒金之镇渊,披风,力量输出
240,100412,风行·洞察坠饰,夜幕·项链,颈部,敏捷输出
240,100413,风行·迅捷坠饰,混沌之裁断,颈部,敏捷输出
240,100414,风行·破阵坠饰,掠影项圈,颈部,敏捷输出
240,100415,风行·无瑕坠饰,森罗之破夜,颈部,敏捷输出
240,100416,风行·洞察指环,生命之戒,戒指,敏捷输出
240,100417,风行·迅捷指环,暗影戒律,戒指,敏捷输出
240,100418,风行·破阵指环,泰坦之指环,戒指,敏捷输出
240,100419,风行·无瑕指环,命轮之戒指,戒指,敏捷输出
240,100420,风行·远见指环,命轮之裁断,戒指,敏捷输出
240,100421,风行·坚毅指环,灵光·守望,戒指,敏捷输出
240,100422,风行·洞察斗篷,神祇之守望,披风,敏捷输出
240,100423,风行·迅捷斗篷,临世披风,披风,敏捷输出
240,100424,风行·破阵斗篷,潜踪大氅,披风,敏捷输出
240,100425,风行·无瑕斗篷,龙焰·裁断,披风,敏捷输出
240,100426,圣愈·洞察坠饰,源质链坠,颈部,治疗
240,100427,圣愈·迅捷坠饰,复苏护符,颈部,治疗
240,100428,圣愈·破阵坠饰,复苏项圈,颈部,治疗
240,100429,圣愈·无瑕坠饰,破军者之璀璨,颈部,治疗
240,100430,圣愈·洞察指环,圣贤之之戒,戒指,治疗
240,100431,圣愈·迅捷指环,辉光印戒,戒指,治疗
240,100432,圣愈·破阵指环,苍翠·轰雷,戒指,治疗
240,100433,圣愈·无瑕指环,缚霜者之恒金,戒指,治疗
240,100434,圣愈·远见指环,青铜玺戒,戒指,治疗
240,100435,圣愈·坚毅指环,星云·戒律,戒指,治疗
240,100436,圣愈·洞察斗篷,矮人锻造师之生长,披风,治疗
240,100437,圣愈·迅捷斗篷,夜幕·穿云,披风,治疗
240,100438,圣愈·破阵斗篷,炽焰之披肩,披风,治疗
240,100439,圣愈·无瑕斗篷,永恒·斗篷,披风,治疗
240,100440,壁垒·洞察坠饰,执剑者之天轨,颈部,坦克
240,100441,壁垒·迅捷坠饰,山脉坠饰,颈部,坦克
240,100442,壁垒·破阵坠饰,玄冰护符,颈部,坦克
240,100443,壁垒·无瑕坠饰,天火之轰雷,颈部,坦克
240,100444,壁垒·洞察指环,银月城的轮回,戒指,坦克
240,100445,壁垒·迅捷指环,亘古·戒律,戒指,坦克
240,100446,壁垒·破阵指环,自然之戒指,戒指,坦克
240,100447,壁垒·无瑕指环,时空印戒,戒指,坦克
240,100448,壁垒·远见指环,奥术戒指,戒指,坦克
240,100449,壁垒·坚毅指环,余烬·临世,戒指,坦克
240,100450,壁垒·洞察斗篷,幻光·披风,披风,坦克
240,100451,壁垒·迅捷斗篷,镇岳披肩,披风,坦克
240,100452,壁垒·破阵斗篷,远征军之风暴,披风,坦克
240,100453,壁垒·无瑕斗篷,星芒大氅,披风,坦克
240,100454,星界·洞察秘典,大领主之圣契,副手物品,法系输出
240,100455,星界·迅捷秘典,唤潮者之洪荒,副手物品,法系输出
240,100456,星界·破阵秘典,岩心之圣契,副手物品,法系输出
240,100457,星界·无瑕秘典,轮回·圣契,副手物品,法系输出
240,100458,圣愈·洞察秘典,晨辉宝珠,副手物品,治疗
240,100459,圣愈·迅捷秘典,铸魂者之圣典,副手物品,治疗
240,100460,圣愈·破阵秘典,屠龙者之静潮,副手物品,治疗
240,100461,圣愈·无瑕秘典,复苏法球,副手物品,治疗
240,100462,星界·洞察壁盾,织法者坚盾,盾牌,法系输出
240,100463,星界·迅捷壁盾,大领主盾牌,盾牌,法系输出
240,100464,星界·破阵壁盾,奥义塔盾,盾牌,法系输出
240,100465,星界·无瑕壁盾,梦境·坚盾,盾牌,法系输出
240,100466,圣愈·洞察壁盾,暮星大盾,盾牌,治疗
240,100467,圣愈·迅捷壁盾,苍翠盾牌,盾牌,治疗
240,100468,圣愈·破阵壁盾,冰冠堡垒之大盾,盾牌,治疗
240,100469,圣愈·无瑕壁盾,苍翠塔盾,盾牌,治疗
240,100470,壁垒·洞察壁盾,恒金之壁垒,盾牌,坦克
240,100471,壁垒·迅捷壁盾,潮汐·护盾,盾牌,坦克
240,100472,壁垒·破阵壁盾,剃刀高地之塔盾,盾牌,坦克
240,100473,壁垒·无瑕壁盾,永夜之壁垒,盾牌,坦克
240,100474,泰坦·裂界战斧洞察,精金之利斧,单手武器,力量输出
240,100475,泰坦·裂界战斧迅捷,艾萨拉之利斧,单手武器,力量输出
240,100476,泰坦·裂界战斧破阵,龙鳞·短斧,单手武器,力量输出
240,100477,风行·裂界战斧洞察,冰封·短斧,单手武器,敏捷输出
240,100478,风行·裂界战斧迅捷,自然·利斧,单手武器,敏捷输出
240,100479,风行·裂界战斧破阵,唤潮者之利斧,单手武器,敏捷输出
240,100480,壁垒·裂界战斧洞察,凛冬之利斧,单手武器,坦克
240,100481,壁垒·裂界战斧迅捷,破晓战斧,单手武器,坦克
240,100482,壁垒·裂界战斧破阵,新月断空战斧,单手武器,坦克
240,100483,泰坦·断岳巨斧洞察,仲裁者之重斧,双手武器,力量输出
240,100484,泰坦·断岳巨斧迅捷,无畏战斧,双手武器,力量输出
240,100485,泰坦·断岳巨斧破阵,红龙之战斧,双手武器,力量输出
240,100486,泰坦·断岳巨斧无瑕,魔铁破城斧,双手武器,力量输出
240,100487,风行·群星长弓洞察,铸魂者强弓,弓,敏捷输出
240,100488,风行·群星长弓迅捷,破晓者强弓,弓,敏捷输出
240,100489,风行·群星长弓破阵,破天战弓,弓,敏捷输出
240,100490,风行·群星长弓无瑕,降临强弓,弓,敏捷输出
240,100491,风行·雷鸣火枪洞察,潮汐破界火枪,远程武器,敏捷输出
240,100492,风行·雷鸣火枪迅捷,铸魂者步枪,远程武器,敏捷输出
240,100493,风行·雷鸣火枪破阵,追猎者之铳枪,远程武器,敏捷输出
240,100494,风行·雷鸣火枪无瑕,秩序之铳枪,远程武器,敏捷输出
240,100495,泰坦·裁决战锤洞察,守望钉锤,主手武器,力量输出
240,100496,泰坦·裁决战锤迅捷,钢铁权杖,主手武器,力量输出
240,100497,泰坦·裁决战锤破阵,织法者之钉锤,主手武器,力量输出
240,100498,壁垒·裁决战锤洞察,苍穹王座权杖,主手武器,坦克
240,100499,壁垒·裁决战锤迅捷,裂地钉锤,主手武器,坦克
240,100500,壁垒·裁决战锤破阵,破夜战锤,主手武器,坦克
240,100501,星界·裁决战锤洞察,灵能短锤,主手武器,法系输出
240,100502,星界·裁决战锤迅捷,烈焰之短锤,主手武器,法系输出
240,100503,星界·裁决战锤破阵,泰坦监护者权杖,主手武器,法系输出
240,100504,圣愈·裁决战锤洞察,冰封镇海战锤,主手武器,治疗
240,100505,圣愈·裁决战锤迅捷,凛冬短锤,主手武器,治疗
240,100506,圣愈·裁决战锤破阵,深渊裂云钉锤,主手武器,治疗
240,100507,泰坦·泰坦重锤洞察,符文镇压重锤,双手武器,力量输出
240,100508,泰坦·泰坦重锤迅捷,血色修道院战锤,双手武器,力量输出
240,100509,泰坦·泰坦重锤破阵,守望者破甲锤,双手武器,力量输出
240,100510,泰坦·泰坦重锤无瑕,大地之重锤,双手武器,力量输出
240,100511,泰坦·破阵长戟洞察,裂空长戟,双手武器,力量输出
240,100512,泰坦·破阵长戟迅捷,强攻战戟,双手武器,力量输出
240,100513,泰坦·破阵长戟破阵,奥格瑞玛三叉戟,双手武器,力量输出
240,100514,风行·破阵长戟洞察,烈日·长戟,双手武器,敏捷输出
240,100515,风行·破阵长戟迅捷,不朽长矛,双手武器,敏捷输出
240,100516,风行·破阵长戟破阵,岩心之三叉戟,双手武器,敏捷输出
240,100517,泰坦·王权之刃洞察,费伍德之利剑,主手武器,力量输出
240,100518,泰坦·王权之刃迅捷,破云佩剑,主手武器,力量输出
240,100519,泰坦·王权之刃破阵,唤星者佩剑,主手武器,力量输出
240,100520,壁垒·王权之刃洞察,蓝龙军团佩剑,主手武器,坦克
240,100521,壁垒·王权之刃迅捷,奥格瑞玛之利剑,主手武器,坦克
240,100522,壁垒·王权之刃破阵,诅咒之城之军刀,主手武器,坦克
240,100523,星界·王权之刃洞察,深渊利剑,主手武器,法系输出
240,100524,星界·王权之刃迅捷,逐日者之短剑,主手武器,法系输出
240,100525,星界·王权之刃破阵,命运·军刀,主手武器,法系输出
240,100526,风行·王权之刃洞察,逐风佩剑,主手武器,敏捷输出
240,100527,风行·王权之刃迅捷,追猎军刀,主手武器,敏捷输出
240,100528,风行·王权之刃破阵,苍白佩剑,主手武器,敏捷输出
240,100529,泰坦·霜魂巨剑洞察,血月·阔剑,双手武器,力量输出
240,100530,泰坦·霜魂巨剑迅捷,星海守护阔剑,双手武器,力量输出
240,100531,泰坦·霜魂巨剑破阵,银色北伐军之巨剑,双手武器,力量输出
